gene_name	A1	A2	A3	AV1	AV2	AV3
Gm26404	0	0	0	0	0	0
Gm26406	0	0	0	0	0	0
Gm26408	0	0	0	0	0	0
Gm26409	0	0	0	0	0	0
Gm26411	0	0	0	0	0	0
Gm26413	0	0	0	0	0	0
Gm26416	0	0	0	0	0	0
Gm26417	0	0	0	0	0	0
Gm26418	0	0	0	0	0	0
Gm26419	0	0	0	0	0	0
Gm26420	0	0	0	0	0	0
Gm26421	0	0	0	0	0	0
Gm26422	0	0	0	0	0	0
Gm26423	0	0	0	0	0	0
Gm26424	0	0	0	0	0	0
Gm26425	0	0	0	0	0	0
Gm26427	0	0	0	0	0	0
Gm26430	0	0	0	0	0	0
Gm26432	0	0	0	0	0	0
Gm26433	0	0	0	0	0	0
Gm26434	0	0	0	0	0	0
Gm26435	0	0	0	0	0	0
Gm26436	0	0	0	0	0	0
Gm26437	0	0	0	0	0	0
Gm26438	0	0	0	0	0	0
Gm26439	0	0	0	0	0	0
Gm26440	0	0	0	0	0	0
Gm26441	0	0	0	0	0	0
Gm26442	0	0	0	0	0	0
Gm26444	0.125	1	0	0	0	0.25
Gm26446	0	0	0	0	0	0
Gm26447	0	0	0	0	0	0
Gm26448	0	0	0	0	0	0
Gm26449	0	0	0	0	0	0
Gm2645	0	0	0	0	0	0
Gm26454	0	0	0	0	0	0
Gm26456	0	0	0	0	0	0
Gm26457	0	0	0	0	0	0
Gm26458	0	0	0	0	0	0
Gm26461	0	0	0	0	0	0
Gm26464	0	0	0	0	1	0
Gm26465	0	0	0	0	0	0
Gm26466	0	0	0	0	0	0
Gm26467	0	0	0	0	0	0
Gm26468	0	0	0	0	0	0
Gm26473	0	0	0	0	0	0
Gm26478	0	0	0	0	0	0
Gm26479	0	0	0	0	0	0
Gm26482	0	0	0	0	0	0
Gm26485	0	0	0	0	0	0
Gm26487	0	0	0	0	0	0
Gm26488	0	0	0	0	0	0
Gm26489	0	0	0	0	0	0
Gm2649	0	0	0	0	0	0
Gm26490	0	0	0	0	0	0
Gm26493	0	0	0	0	0	0
Gm26494	0	0	0	0	0	0
Gm26495	0	0	0	0	0	0
Gm26496	0	0	0	0	0	0
Gm26497	0	0	0	0	0	0
Gm26498	0	0	0	0	0	0
Gm26499	0	0	0	0	0	0
Gm26500	0	0	0	0	0	0
Gm26501	0	0	0	0	0	0
Gm26502	0	0	0	0	0	0
Gm26504	0	0	0	0	0	0
Gm26505	0	0	0	0	0	0
Gm26509	0	0	0	0	0	0
Gm2651	0	0	0	0	0	0
Gm26510	8	17.007	10.001	20.003	16.564	24.007
Gm26511	2	3	0	0	0	5
Gm26512	0	0	0	0	0	0
Gm26513	0	1	0	0	3.492	0
Gm26519	0	0	0	0	0	0
Gm26520	0	0	0	0	0	1
Gm26524	0	0	0	0	0	0
Gm26528	0	0	0	0	1	0
Gm26531	0	3	0	0	0	1
Gm26532	36	34	24	46	36	41
Gm26533	109.651	195.301	166.576	189.997	208.606	253.813
Gm26535	0	0	0	0	0	0
Gm26537	0	0	0	0	0	0
Gm2654	0	0	0	0	0	0
Gm26542	21.164	40.674	34.169	37.901	25.361	57.763
Gm26543	0	0	0	0	0	0
Gm26544	0	1	0	1	0	0
Gm26549	2	1	1	8	3	17
Gm26550	0	0	0	0	0	0
Gm26552	0	0	0	0	0	0
Gm26553	0	0	0	0	0	0
Gm26554	0	0	0	0	0	0
Gm26555	0	0	0	0	0	0
Gm26556	0	0	0	0	0	0
Gm26557	0	0	0	0	0	0
Gm26558	4.068	7.14	6.072	4.068	3.024	4.124
Gm26559	0	0	0	0	0	0
Gm26560	0	0	0	0	0	1
Gm26562	0	0	0	0	0	0
Gm26564	0	0	0	0	0	0
Gm26568	0	0	0	0	0	0
Gm26569	5	7	10	4	1	4
Gm26570	0	0	0	0	0	0
Gm26571	0	0	0	2.202	1.285	1.96
Gm26574	0	0	0	0	0	0
Gm26575	0	0	0	0	1	1
Gm26576	0	0	0	0	0	0
Gm26577	0	0	0	0	0	0
Gm26579	0	0	0	0	0	0
Gm26581	5	12	8	9	7	19
Gm26583	3	1	2	6	4	3
Gm26585	0	0	0	0	0	0
Gm26586	3	9	11	14	7	15
Gm26587	0	0	0	0	0	0
Gm26588	18	15	17	20	18	34
Gm26590	1.109	0	0	0	3.46	2.331
Gm26592	7	8	8.477	6	7	8.089
Gm26594	0	1	0	1	0	0
Gm26595	0	0	0	0	0	0
Gm26596	4.569	14.561	3.738	13.313	8.961	8.22
Gm26597	0	0	0	0	0	0
Gm266	2	2	0	0	0	0
Gm26600	0	0	0	1	0	0
Gm26604	0	0	0	0	0	0
Gm26607	0	0	0	0	0	0
Gm26608	0	0	0	0	0	0
Gm26611	0	0	1	2	1	0
Gm26612	0	0	0	0	0	0
Gm26614	0	0	0	0	0	0
Gm26616	58.627	97.001	57.886	75.558	46.766	130.492
Gm26618	0	0	0	0	0	0
Gm26620	0	11.716	12.677	0	3.922	13.562
Gm26621	17	20	12	17	9	21
Gm26622	0	0	0	0	0	0
Gm26626	0	2	1.012	1	2.024	3.011
Gm26627	0	0	0	0	0	0
Gm26628	10	8	8	7	8	17
Gm26629	0	0	0	0	0	0
Gm2663	0	0	0	0	0	0
Gm26630	0	0	0	0	0	0
Gm26631	4.004	8.003	5.005	11.05	9.007	14.334
Gm26632	0	0	0	0	0	0
Gm26633	0	0	0	0	0	0
Gm26634	0	0	1	0	0	0
Gm26636	2.238	0	0	0	0	1.117
Gm26638	0	0	0	0	0	0
Gm26639	0	0	0	0	0	0
Gm26640	0	2	0	1	1	0
Gm26641	0	0	0	0	0	0
Gm26642	35.037	25.024	29.011	31.043	18.055	40.03
Gm26644	0	0	0	0	0	0
Gm26645	0	0	0	0	0	0
Gm26646	0	0	0	0	0	1
Gm26647	0	0	0	0	0	0
Gm26648	25.004	31.003	10.054	29.818	28.069	35.009
Gm26650	0	0	0	0	0	0
Gm26651	0	0	0	0	1	0
Gm26652	0	0	0	0	0	0
Gm26653	0	0	0	0	0	0
Gm26654	0	0	0	0	0	0
Gm26655	0	0	0	0	0	0
Gm26658	0	0	0	0	0	0
Gm26660	3	7	20	8	10	5
Gm26661	0	0	0	0	0	0
Gm26664	8	3	2	7	9	7
Gm26665	0	0	0	0	0	0
Gm26666	0	0	0	0	0	0
Gm26670	1	1	1	0	3	1
Gm26671	0	0	0	0	0	0
Gm26672	2.607	0	0	0	0	0
Gm26673	0	0	0	0	0	0
Gm26674	0	1	0	0	0	0
Gm26676	0	0	0	0	0	0
Gm26679	0	0	0	0	0	0
Gm26680	0	0	0	0	0	0
Gm26682	1	0	0	0	0	0
Gm26684	0	0	0	0	0	0
Gm26685	0	0	0	0	0	0
Gm26686	0	0	0	0	0	0
Gm26688	0	0	0	0	0	0
Gm26691	0	0	0	0	0	0
Gm26692	1	1	0	0	0	1
Gm26693	0	0	0	1	0	0
Gm26696	0	0	0	0	0	0
Gm26698	0	0	0	0	0	1
Gm2670	0	0	0	0	0	0
Gm26701	0	0	0	0	0	0
Gm26703	0	0	0	0	0	1
Gm26704	0	0	0	0	0	0
Gm26705	0	1	0	0	4	2
Gm26707	1	1	1	0	1	0
Gm26708	0	0	0	0	2	2
Gm26709	0	0	0	0	0	0
Gm26712	0	0	0	0	0	0
Gm26713	0	0	0	0	0	0
Gm26714	5.52	4.449	9.834	13.008	12.586	9.413
Gm26716	28.322	33.971	37.726	26.141	7.913	14.984
Gm26717	0	0	1	0	0	0
Gm26724	23	17	12	16	10	23
Gm26725	0	2	0	0	0	1
Gm26726	0	0	0	0	0	0
Gm26728	8.169	14.267	7.803	9.71	12.588	20.415
Gm26729	0	0	0	0	0	1
Gm2673	0	0	0	0	0	0
Gm26731	0	0	0	0	0	0
Gm26736	0	0	0	0	0	0
Gm26737	1.265	1.288	0	1.93	0	0
Gm26738	1.045	0	0	0	0	0
Gm26739	0	1	0	0	0	0
Gm26740	140	117.999	143	155.999	141.999	225
Gm26743	0	0	0	0	0	0
Gm26744	0	0	0	0	0	0
Gm26746	0	0	0	0	0	0
Gm26747	0	0	0	0	0	0
Gm26748	0	0	0	0	0	0
Gm26749	1.192	3.189	0	0	0	1.225
Gm2675	0	0	0	0	0	0
Gm26754	0	0	0	0	0	0
Gm26756	0	0	0	0	1	1
Gm26759	592.11	691.921	557.151	846.549	688.682	953.561
Gm2676	0	0	0	0	0	0
Gm26760	3	1	1	0	1	0
Gm26761	0	0	0	0	0	0
Gm26766	0	4	0	0	0	0
Gm26769	0	0	0	0	0	0
Gm26770	6.453	8.87	4.181	9.442	4.213	9.966
Gm26771	0	1	1	1	1	2
Gm26774	1	0	0	0	0	0
Gm26777	0	0	0	0	0	0
Gm26779	1	5	1	2	3	6
Gm26781	2	2	1	4.081	1.01	9
Gm26782	97.688	102.999	115.001	141.675	125	187.781
Gm26783	0	0	0	0	0	0
Gm26784	0	0	0	0	0	0
Gm26787	0	0	1	1	3.917	1
Gm26788	5.062	3.006	0	4.003	1	8.004
Gm26789	0	3	2	4	3	2
Gm26791	0	0	0	0	0	0
Gm26793	0	0	0	0	0	0
Gm26795	0	0	0	0	0	0
Gm26796	0	0	0	0	0	0
Gm26797	24	23	19	25	35	32.001
Gm26800	0	0	0	0	0	0
Gm26801	0	0	0	0	0	0
Gm26802	1	0	1	2	4	2
Gm26805	0	0	0	0	0	0
Gm26806	0	0	0	0	0	0
Gm26807	4	5	3	3	4	5
Gm26810	0	0	0	0.929	1	3
Gm26811	40	36.032	16.911	57.2	22.038	51.007
Gm26812	1	1	0	0	0	0
Gm26813	42	68	30	54	49	60
Gm26814	1	0	0	0	1	0
Gm26815	0	0	0	0	0	0
Gm26817	0	0	0	0	0	0
Gm2682	0	3	1	1	0	0
Gm26820	0	0	0	0	0	0
Gm26822	0	0	0	0	0	0
Gm26826	0	1.001	0.995	0	1.176	1.129
Gm26827	0	0	0	0	0	0
Gm26828	0	0	0	0	0	0
Gm26831	0	0	0	0	0	0
Gm26832	0	0	0	0	0	0
Gm26833	0	0	0	0	0	0
Gm26834	0	0	0	0	0	0
Gm26838	0	0	0	0	0	0
Gm26839	0	0	0	0	0	0
Gm26843	0	0	0	0	0	0
Gm26844	0	0	0	0	0	0
Gm26850	10.498	0	13.018	20.584	10.128	15.652
Gm26852	23	20.039	19.084	28.083	28.023	53.392
Gm26854	0	0	0	0	0	0
Gm26861	0	0	0	0	0	0
Gm26862	0	0	0	0	0	0
Gm26864	0	0	0	0	0	0
Gm26865	0	1.01	0	1.889	0	0
Gm26866	0	0	0	0	0	0
Gm26868	0	0	0	0	0	0
Gm26871	0	0	0	0	0	0
Gm26872	0	0	0	0	0	0
Gm26873	11.746	9.66	11.82	13.524	13.092	11.639
Gm26875	0	0	0	0	0	0
Gm26876	0	0	0	0	0	0
Gm26877	0	0	0	0	0	0
Gm26878	1	1	0	0	0	0
Gm26879	2.62	3.566	4.174	11.347	10.299	10.477
Gm26881	7	6	9	6	4.824	6
Gm26885	96.839	126.66	87.339	171.479	141.595	121.912
Gm26886	0	0	0	0	0	0
Gm26887	0	0	0	0	0	0
Gm26891	1	1	2	0	1.2	1
Gm26893	0	0	0	0	0	0
Gm26897	0	0	0	0	0	0
Gm26898	0	0	0	0	0	0
Gm26901	0	1	0	0	0	0
Gm26902	37.053	52.306	74.276	55	65.991	76.118
Gm26903	0	0	0	0	0	0
Gm26907	0	0	0	0	0	0
Gm2691	0	0	0	0	0	0
Gm26910	4	2	1	3	1	4
Gm26911	0	0	0	0	0	0
Gm26912	2	6	2	6	3	4
Gm26913	0	0	0	0	0	1
Gm26914	0	0	0	0	0	0
Gm26915	0	0	0	0	0	0
Gm26916	0	0	0	0	0	0
Gm26918	0	0	0	0	0	0
Gm26920	0	0	0	0	0	0
Gm26922	0	0	0	0	0	0
Gm26923	0	0	0	0	0	0
Gm26925	0	0	0	0	0	0
Gm26927	0	0	0	0	0	0
Gm26928	0	0	0	0	0	0
Gm26929	0	0	0	0	0	0
Gm2693	0	0	0	0	0	0
Gm26930	0	0	0	0	0	0
Gm26931	0	0	0	0	1	2
Gm26933	0	0	0	0	0	0
Gm26935	1	0	0	0	0	0
Gm26936	0	0	0	0	0	0
Gm26937	0	0	0	0	0	0
Gm26938	0	0	0	0	0	0
Gm26939	0	0	0	0	0	0
Gm2694	0	0	0	0	0	1
Gm26940	0	0	0	0	0	0
Gm26942	0	0	0	0	0	0
Gm26943	0	0	0	1	1	0
Gm26944	1	0	1	0	0	0
Gm26947	0	1	0	0	0	0
Gm26950	0	0	0	0	0	0
Gm26952	0	0	0	0	0	0
Gm26953	0	0	0	0	0	0
Gm26954	0	0	0	0.994	0	0
Gm26956	0	0	0	0	0	0
Gm26957	0	0	0	0	0	0
Gm26959	0	0	0	0	0	0
Gm26960	0	0	0	0	0	0
Gm26962	0	0	0	0	0	0
Gm26963	0	0	0	0	0	0
Gm26964	17.839	18.319	29.668	13.923	21.416	26.744
Gm26965	0	0	1.893	0	0	0
Gm26967	0	0	0	0	0	0
Gm26968	0	0	0	0	0	0
Gm26969	0	0	0	0	0	0
Gm26970	0	0	0	0	0	0
Gm26971	0	0	0	0	0	0
Gm26972	0	0	0	0	0	0
Gm26973	0	0	0	0	1	0
Gm26974	0	0	0	0	0	0
Gm26976	0	0	0	0	0	0
Gm26977	0	0	0	0	0	0
Gm26978	0	0	0	0	0	0
Gm26979	0	0	0	0	0	0
Gm26980	0	2	0	1	0	1
Gm26981	2	0	0	4	2	0
Gm26982	28	62	43	54	41	73
Gm26983	0	0	1	0	0	0
Gm26984	0	0	0	0	0	0
Gm26988	0	0	0	0	0	0
Gm26989	0	0	0	0	0	0
Gm26991	0	0	0	0	0	0
Gm26992	0	0	0	0	0	0
Gm26993	0	0	0	0	0	0
Gm26994	0	0	0	0	0	0
Gm26995	0	0	0	0	0	0
Gm26996	0	0	0	0	0	0
Gm270	0	0	0	0	0	0
Gm27000	0	0	0	0	0	0
Gm27001	0	0	0	0	0	0
Gm27002	0	0	0	0	0	0
Gm27003	0	0	1	3	0	1
Gm27004	0	0	0	0	0	0
Gm27005	0	0	0	0	0	0
Gm27006	0	0	0	1	2	0
Gm27007	0	0	0	0	0	0
Gm27008	3	2	2	2	10	3
Gm27010	3	3	1	1	4	7
Gm27011	0	1	0	0	2	0
Gm27013	0	0	0	0	0	0
Gm27014	0	1	2	0	0	5
Gm27016	0	0	0	0	0	0
Gm27017	0	0	0	0	1	2
Gm27018	0	0	0	0	0	0
Gm27019	0	0	0	0	0	0
Gm27021	11.03	3.441	3.297	0	3.347	10.952
Gm27022	0	0	0	2	0	0
Gm27023	0	0	0	0	0	0
Gm27024	0	0	0	0	0	0
Gm27025	0	0	0	0	0	0
Gm27026	0	0	0	0	1	2
Gm27027	0	0	0	0	0	0
Gm27028	0	0	0	0	0	0
Gm27029	1.885	2.304	13.11	0	0	3.259
Gm27030	0	0	0	0	0	0
Gm27032	0	0	0	0	0	0
Gm27033	0	0	0	0	0	0
Gm27034	0	0	0	0	0	0
Gm27036	0	0	0	0	0	0
Gm27037	0	0	0	0	0	0
Gm27038	0	0	0	0	0	0
Gm27039	0	0	0	0	0	0
Gm27040	0	0	0	0	0	0
Gm27042	10	15	14	17	17	21
Gm27043	0	0	0	0	0	0
Gm27044	0	0	0	0	0	0
Gm27045	0	0	0	0	0	1
Gm27046	0	0	0	0	0	0
Gm27047	0	0	0	0	0	0
Gm27048	0	0	0	0	1	0
Gm2707	0	0	0	0	0	0
Gm2709	0	0	0	0	0	0
Gm2710	0	0	0	0	0	0
Gm27148	0	0	0	0	0	0
Gm27149	0	0	0	0	0	0
Gm27150	0	0	0	0	0	0
Gm27151	0	0	0	0	0	0
Gm27152	0	0	0	0	0	0
Gm27153	0	0	0	0	0	0
Gm27155	0	0	0	0	0	0
Gm27156	0	0	0	0	0	0
Gm27158	0	0	0	0	0	0
Gm27159	0	0	0	0	0	0
Gm2716	0	0	0	0	0	0
Gm27160	0	0	0	0	0	0
Gm27161	0	0	0	0	0	0
Gm27162	0	0	0	0	0	0
Gm27163	0	0	0	0	0	0
Gm27164	0	0	0	0	0	0
Gm27165	0	0	0	0	0	0
Gm27166	0	0	0	0	0	0
Gm27167	0	0	0	0	0	0
Gm27168	0	0	0	0	0	0
Gm27169	0	0	0	0	0	0
Gm27174	0	0	0	0.5	0	0
Gm27175	0	0	0	0	0	0
Gm27176	0.5	0	0	0	0.497	0
Gm27177	25.443	70.702	47.142	27.911	23.73	35.988
Gm27178	0	0	0	0	0	0
Gm27179	0	0	0	0	0	1
Gm27184	5.183	4.411	4.23	5.741	10.357	7.236
Gm27185	0	0	0	0	0	0
Gm27186	0	0	0	0	0	0
Gm27187	0	0	0	0	0	0
Gm27188	0	0	0	0	0	0
Gm27189	0	0	0	0	0	0
Gm2719	0	0	0	0	0	0
Gm27190	0	0	0	0	0	0
Gm27191	0	0	0	0	0	0
Gm27192	0	0	0	0	0	0
Gm27193	0	0	0	0	0	0
Gm27195	0	0	0	0	0	0
Gm27196	0	0	0	0	0	0
Gm27197	0	0	0	0	0	0
Gm27198	0	0	0	0	0	0
Gm27199	0	0	0	0	0	0
Gm272	0	0	0	0	0	0
Gm27200	0	0	0	0	0	0
Gm27201	0	0	0	0	0	0
Gm27202	0	0	0	0	0	0
Gm27203	0	0	0	0	0	0
Gm27204	0	0	0	0	0	0
Gm27206	0	0	0	0	0	0
Gm27207	0	0	0	0	0	0
Gm27208	0	0	0	0	0	0
Gm27209	1	2	1	1	1	4
Gm2721	0	0	0	0	0	0
Gm27210	0	0	0	0	0	0
Gm27211	0	0	0	0	0	0
Gm27216	0	0	0	0	0	0
Gm27217	0	0	0	0	0	0
Gm27218	0	0	0	0	0	0
Gm27219	0	2.004	1.001	1.002	1.002	1.004
Gm27220	0	0	0	0	0	0
Gm27221	0.5	1.367	0	0	0.497	0
Gm27222	0	0	0	0	0	0
Gm27223	0	0	0	0	0	0
Gm27224	0	0	0	0	0	0
Gm27225	0	0	0	0	0	0
Gm27226	0	0	0	0	0	0
Gm27227	0	0	0	0	0	0
Gm27228	0	0	0	0	0	0
Gm27230	0	0	0	0	0	0
Gm27231	0	0	0	0	0	0
Gm27232	28.352	37.799	34.757	50.799	32.37	49.642
Gm27233	0	0	0	0	0	0
Gm27234	0	0	0	0	0	0
Gm27235	0	0	0	0	0	0
Gm27236	0	0	0	0	0	0
Gm27239	0	0	0	0	0	0
Gm27240	0	0	0	0	0	0
Gm27241	0	0	2.095	0	0	0
Gm27242	0	0	0	0	0	0
Gm27243	0	0	0	0	0	0
Gm27244	0	0	0	0	0	0
Gm27245	0	0	0	0	0	0
Gm27246	0	0	0	0	0	0
Gm27248	0	0	0	0	0	0
Gm27249	0	0	0	0	0	0
Gm27252	10	16	34	8	15	11
Gm27253	0	0	0	0	0	0
Gm27254	0	0	0	0	0	0
Gm27255	0	0	0	0	0	0
Gm2726	0	0	0	0	0	0
Gm2734	0	0	0	0	0	0
Gm27343	0	0	0	0	0	0
Gm2735	0	0	0	0	0	0
Gm2736	0	0	0	0	0	0
Gm27393	0	0	0	0	0	0
Gm27396	0	0	0	0	0	0
Gm27414	0	0	0	0	0	0
Gm27449	0	0	0	0	0	0
Gm27510	0	0	0	0	0	0
Gm27521	0	0	0	0	0	0
Gm27528	0	0	0	0	0	0
Gm2754	0	0	0	0	0	0
Gm27549	0	0	0	0	0	0
Gm2756	0	0	0	0	0	0
Gm27572	0	0	0	0	0	0
Gm2759	0	0	0	0	0	0
Gm27616	0	0	0	0	0	0
Gm2762	0	0	0	0	0	1
Gm2767	0	0	0	0	0	0
Gm2768	0	0	0	0	0	0
Gm27680	0	1	0	0	0	0
Gm2774	1	1	3	0	1	1
Gm27811	0	0	0	0	0	0
Gm27825	0	0	0	0	0	0
Gm2788	3	1.207	0	0	1.988	1.001
Gm2791	0	0	0	0	0	0
Gm2792	0	0	1.324	1.311	1.301	1.428
Gm27926	0	0	0	0	0	0
Gm27934	0	0	0	0	0	0
Gm27956	0	0	0	0	0	0
Gm2796	0	0	0	0	0	0
Gm27991	0	0	0	0	0	0
Gm2800	0	0	0	0	0	0
Gm28020	0	0	0	0	0	0
Gm28023	0	0	0	0	0	0
Gm2803	0	0	0	0	0	0
Gm28035	17.201	33.794	41.202	27.429	2.57	12.083
Gm28036	192.544	173.228	274.893	172.562	250.845	273.687
Gm28037	224.11	376.087	428.421	309.486	332.082	637.339
Gm28039	0	0	0	0	0	0
Gm28040	0	0	0	0	0	0
Gm28041	3.579	4.51	0	4.9	1.1	1.092
Gm28042	47.992	84.33	62.923	37.351	48.2	81.328
Gm28043	182.439	450.506	266.157	393.378	324.441	423.473
Gm28044	0	1.152	0	1.123	0	1.163
Gm28047	0	0	0	0	0	0
Gm2805	0	0	0	0	3.001	0
Gm28050	0	0	0	2	0	0
Gm28051	0	0	0	0	0	0
Gm28052	0	0	0	0	0	0
Gm28053	0	0	0	2.556	0	0
Gm28054	0	0	0	0	0	0
Gm28055	0	0	0	0	0	0
Gm28057	0	0	0	0	0	0
Gm28058	0	0	0	0	0	0
Gm28060	0	0	0	0	0	0
Gm28061	0	0	0	0	0	0
Gm28064	0	0	0	0	0	0
Gm28065	0	0	0	0	0	0
Gm28066	0	0	0	0	0	0
Gm28068	0	1	0	0	0	0
Gm28069	0	0	0	0	0	0
Gm28070	0	0	0	0	0	0
Gm28071	0	0	1.002	0	0	1.001
Gm28072	0	0	0	0	0	0
Gm28073	0	0	0	0	0	0
Gm28074	0	0	0	0	0	0
Gm28075	0	0	0	0	0	0
Gm28076	0	0	0	0	0	0
Gm28077	0	0	0	0	0	0
Gm28078	0	0	0	0	0	0
Gm28079	0	0	0	0	0	0
Gm2808	1.302	4.572	0	0	0	0
Gm28080	0	0	0	0	0	0
Gm28081	0	0	0	0	0	0
Gm28082	0	0	0	0	0	0
Gm28083	0	0	0	0	0	0
Gm28085	0	0	0	0	0	2
Gm28086	0	0	0	0	0	0
Gm28087	0	0	0	0	0	0
Gm28088	0	0	0	0	0	0
Gm28089	0	0	0	0	0	0
Gm28090	0	0	0	0	0	0
Gm28091	0	0	0	0	0	0
Gm28092	0	0	0	0	0	0
Gm28093	0	0	0	0	0	0
Gm28094	0	0	0	0	0	0
Gm28095	0	0	0	0	0	0
Gm28096	0	0	0	0	0	0
Gm28097	0	0	0	0	0	0
Gm28098	0	0	0	0	0	0
Gm28099	0	0	0	0	0	0
Gm2810	1.095	0	3.338	2.304	0	2.18
Gm28100	1	3	1	8	2	3
Gm28101	0	0	0	0	0	0
Gm28102	0	0	0	0	0	0
Gm28103	0	0	0	0	0	0
Gm28104	0	0	0	0	0	0
Gm28105	0	0	0	0	0	0
Gm28106	0	0	0	0	0	0
Gm28107	0	0	0	0	0	0
Gm28108	0	0	0	0	0	0
Gm28109	0	0	0	0	0	0
Gm28110	0	0	0	0	0	0
Gm28111	0	0	0	0	0	0
Gm28112	0	0	0	0	0	0
Gm28113	0	0	0	0	0	0
Gm28114	0	0	0	0	0	0
Gm28115	0	0	0	0	0	0
Gm28116	0	0	0	0	0	0
Gm28117	0	0	0	0	0	0
Gm28118	0	0	0	1	0	0
Gm28119	0	0	0	0	0	0
Gm28120	0	0	0	0	0	0
Gm28121	0	0	0	0	0	0
Gm28122	0	0	0	0	0	0
Gm28123	0	0	0	0	0	0
Gm28124	0	0	0	0	0	0
Gm28125	0	0	0	0	0	0
Gm28126	0	0	0	0	0	0
Gm28127	0	0	0	0	0	0
Gm28128	0	0	0	0	0	0
Gm28129	0	0	0	0	0	0
Gm28130	0	0	0	0	0	0
Gm28131	0	0	0	0	0	0
Gm28132	0	0	0	0	0	0
Gm28133	0	0	0	0	0	0
Gm28134	0	0	0	0	0	0
Gm28135	0	0	0	0	0	0
Gm28136	0	0	0	0	0	0
Gm28137	0	0	0	0	0	0
Gm28138	0	0	0	0	0	0
Gm28139	0	0	0	0	0	0
Gm2814	0	0	0	0	0	0
Gm28140	0	0	0	0	0	0
Gm28141	0	0	0	0	0	0
Gm28142	0	0	0	0	0	0
Gm28143	0	0	0	0	0	0
Gm28144	0	0	0	0	0	0
Gm28145	0	0	0	0	0	0
Gm28146	0	0	0	0	0	0
Gm28147	0	0	0	0	0	0
Gm28148	0	0	0	0	0	0
Gm28149	0	0	0	0	0	0
Gm28150	0	0	0	0	0	0
Gm28151	2	0	3	2	1	6
Gm28152	0	0	0	0	0	0
Gm28153	0	0	0	0	0	0
Gm28154	0	0	0	0	0	0
Gm28155	0	0	0	0	0	0
Gm28156	0	0	0	0	0	1
Gm28157	0	0	0	0	0	0
Gm28158	0	0	0	0	0	0
Gm28159	0	0	0	0	0	0
Gm28160	0	0	0	0	0	0
Gm28161	0	0	0	0	0	0
Gm28162	0	0	0	0	0	0
Gm28163	0	0	0	0	0	0
Gm28164	0	0	0	0	0	0
Gm28165	0	0	0	0	0	0
Gm28166	0	0	0	0	0	0
Gm28167	0	0	0	0	0	0
Gm28168	0	0	0	0	0	0
Gm28169	0	0	0	0	0	0
Gm28170	0	0	0	0	0	0
Gm28171	0	0	0	0	0	0
Gm28172	0	0	0	0	0	0
Gm28173	0	0	0	0	0	0
Gm28174	0	0	0	0	0	0
Gm28175	0	0	0	0	0	0
Gm28176	0	0	0	0	0	0
Gm28177	1.74	0	0	5.662	6.988	5.816
Gm28178	0	0	0	0	0	0
Gm28179	0	0	0	0	0	0
Gm28180	0	0	0	0	0	0
Gm28181	0	0	0	0	0	0
Gm28182	0	0	0	0	0	0
Gm28183	0	0	0	0	0	0
Gm28184	0	0	0	0	0	0
Gm28185	0	0	0	0	0	0
Gm28186	0	0	0	0	0	0
Gm28187	7	7	0	8	17	14
Gm28188	0	0	0	0	0	0
Gm28189	0	0	0	0	0	0
Gm28190	0	0	0	0	0	0
Gm28191	0	0	0	0	0	0
Gm28192	15	11	12	31	18	19
Gm28193	0	0	0	0	0	0
Gm28194	0	0	0	0	0	0
Gm28195	0	0	0	0	0	0
Gm28196	0	1	0	4	0	1
Gm28197	0	0	0	0	0	0
Gm28198	0	0	0	2.525	2.88	0
Gm28199	0	0	0	0	0	0
Gm28200	0	0	0	0	0	0
Gm28201	0	0	0	0	0	0
Gm28202	0	0	0	0	0	0
Gm28203	0	0	0	0	0	0
Gm28204	0	0	0	0	0	0
Gm28205	0	0	0	0	0	0
Gm28206	0	0	0	0	0	0
Gm28207	0	0	0	0	0	0
Gm28208	0	0	0	0	0	0
Gm28209	0	0	0	0	0	0
Gm28210	0	0	0	0	0	0
Gm28211	0	0	0	0	0	0
Gm28212	0	0	0	0	0	0
Gm28213	0	0	0	0	0	0
Gm28214	0	0	0	0	0	0
Gm28215	0	0	0	0	0	0
Gm28216	0	0	0	0	0	0
Gm28217	0	0	0	0	0	0
Gm28218	0	0	0	0	0	0
Gm28219	0	0	0	0	0	0
Gm2822	0	0	0	0	0	0
Gm28220	0	0	0	0	0	0
Gm28221	0	0.954	0	0	0	0
Gm28222	0	0	0	0	0	0
Gm28223	0	0	0	0	0	0
Gm28224	0	0	0	0	0	0
Gm28225	0	0	0	0	0	0
Gm28226	0	0	0	0	0	0
Gm28227	0	0	0	0	0	0
Gm28228	0	0	0	0	0	0
Gm28229	19	18	10	26	13	32
Gm28230	0	0	0	0	0	0
Gm28231	0	0	0	1	0	0
Gm28232	0	0	0	0	0	0
Gm28233	0	0	0	0	0	0
Gm28234	0	0	0	0	0	0
Gm28235	0	0	0	0	0	0
Gm28236	0	0	0	0	0	0
Gm28237	0	0	0	0	0	0
Gm28238	0	0	0	0	0	0
Gm28239	0	0	0	0	0	0
Gm2824	0	0	0	0	0	0
Gm28240	0	0	0	0	0	0
Gm28241	0	0	0	0	0	0
Gm28242	0	0	0	0	0	0
Gm28243	0	0	0	0	0	0
Gm28244	0	0	0	0	0	0
Gm28245	0	0	0	0	0	0
Gm28246	0	0	0	0	0	0
