gene	T78_TMZ	T78	T86_TMZ	T86	T111_TMZ	T111
LAMA4	8.424867516	8.1680553	7.755828954	7.945121901	7.508975264	7.902754959
LAMA5	5.64809149	5.219633206	5.124534929	6.011875763	6.02103548	6.611969066
LAMB1	7.316969335	7.548752565	7.25160549	7.351654828	7.256199251	7.770571399
LAMB2	7.334729154	6.808874104	6.570766497	7.284976746	7.909443109	8.426814049
LAMB2P1	1.254594043	2.616357697	1.549422746	1.22342255	1.328836464	1.732920382
LAMB3	-0.210896782	-0.100051014	3.665051614	3.623749831	5.125155131	5.007644031
LAMB4	-2.59946207	-0.321928095	2.079975377	-1.418889825	1.560225822	-2.077041036
LAMC1	9.849630285	10.18045746	8.982169349	8.956283218	9.721381205	9.975323517
LAMC2	1.096936483	0	1.589284107	-1.836501268	1.328836464	-1.074000581
LAMC3	-1.282789701	-1.905088353	-0.813499442	-3.426625474	0.053806444	-1.268816758
LAMP1	7.793759356	7.499120372	6.778445151	7.182970323	6.558711519	6.862116592
LAMP2	9.515151825	8.961927137	7.666259515	7.810565208	8.426637962	8.653608235
LAMP3	0.396159489	0.340277405	1.023610215	-1.836501268	0.560714954	0.247319935
LAMP5	-0.795859283	0.093560176	2.871646546	3.223268078	4.412849256	4.677000757
LAMTOR1	6.231086747	6.301148626	5.524377162	5.800925778	5.668147497	5.815729117
LAMTOR2	4.556490727	4.44605768	4.655809754	5.314043903	5.029497058	4.939508694
LAMTOR3	6.910840572	6.19357464	5.924670008	6.077200264	6.275137451	6.316725022
LAMTOR4	5.251491879	5.324126529	4.719566794	5.521867363	6.042709993	6.244011741
LAMTOR5	6.756369511	6.653246363	6.212588793	6.412239566	6.272097861	6.418324899
LANCL1	8.065502303	7.924616569	6.159427362	6.335908381	7.277687254	6.945069214
LANCL2	5.090091242	5.33606911	4.603715352	4.64541346	5.655695287	5.954754665
LANCL3	-2.017417053	-0.584241333	1.333996118	0.82700601	2.231739594	2.417379976
LAP3	6.545721311	6.142760591	6.983335675	7.036723106	7.458349191	7.175185244
LAPTM4A	7.947601875	7.816145273	7.028955852	7.341727846	8.063481371	8.153389894
LAPTM4B	8.8930952	9.01624001	7.573230601	7.58986833	8.027087685	7.993917734
LAPTM5	-2.59946207	-3.899695094	-0.619270551	-3.426625474	-1.388355457	-3.070966521
LARGE	5.003961966	4.900287199	5.019968726	5.009795033	3.788476912	4.215523293
LARP1	8.708932123	9.156644366	8.001295589	8.215062136	7.8016243	7.956143797
LARP1B	4.960743368	5.095713484	5.325134526	5.20139862	5.317267885	5.495343399
LARP4	8.44578463	7.840268092	7.634731201	7.609319122	7.477483056	7.159689727
LARP4B	6.227124934	6.379465013	5.167598785	5.377019605	4.753871915	5.100389016
LARP6	4.164786278	4.272844366	3.539531071	3.533563348	4.833396134	5.265324369
LARP7	6.79215257	6.704858135	6.121160492	6.016050535	6.587680021	6.456855421
LARS	8.544775151	8.913290362	8.336078039	8.305560192	8.649029784	8.681821698
LARS2	6.276198865	6.207951401	6.669721292	6.921412527	5.975423836	6.120227508
LARS2-AS1	-1.434402824	-1.098505545	0.079975377	0.038436182	-0.386468347	-2.077041036
LAS1L	4.677395483	5.169724613	4.964675869	5.099000575	5.191365246	5.339101745
LASP1	7.879172743	8.205353411	6.034347792	6.186678823	6.504207227	6.430302002
LAT	-0.281035664	-0.736965594	-1.2968993	-1.836501268	0.265436896	-0.168122759
LAT2	1.396707521	1.820893749	2.286585483	2.13389227	2.612824276	2.012926174
LATS1	5.756356166	5.872631791	5.891467794	6.02021326	5.947619406	6.0941516
LATS2	3.606086841	3.148120631	3.237716668	3.149259365	2.145351386	2.947853143
LAX1	-2.017417053	-0.907792562	0.379620962	-1.418889825	-0.386468347	-1.751465164
LAYN	3.356566413	3.772413555	1.023610215	0.667210912	2.50589093	2.317882883
LBH	7.47108989	6.936048964	3.646508309	3.874010006	4.058143293	4.81424278
LBP	-4.60823228	-1.905088353	-0.298672743	-2.418889825	-1.194294815	0
LBR	5.919197045	7.013261251	7.072320216	7.154878853	7.541901976	7.553921067
LBX1	0	0	-3.625934282	-3.426625474	0	-4.083141235
LBX2	0	0	0	0	-3.19759996	-3.070966521
LBX2-AS1	-4.60823228	-2.910501849	-1.035046947	0	-0.734563104	-3.070966521
LCA5	4.267011359	2.568761783	4.231432408	3.997202067	3.765534746	3.265286858
LCA5L	2.069014678	1.678071905	1.134878054	-0.251538767	0.805705185	0.247319935
LCAT	2.254594043	2.023610215	1.589284107	1.971589536	2.712375673	2.958842675
LCE1A	-4.60823228	0	0	0	-4.184424571	0
LCE1B	0.981852653	-2.321928095	-1.621488377	0	-3.19759996	0
LCE1C	0.254594043	-3.899695094	-3.625934282	-3.426625474	-3.19759996	0
LCE1D	-4.60823228	-3.899695094	0	0	0	0
LCE1E	0.919912089	-1.905088353	0.379620962	-3.426625474	-1.023269779	0
LCE1F	1.374065718	-3.899695094	-1.621488377	-3.426625474	-4.184424571	0
LCE2A	0	-3.899695094	-1.2968993	0	-2.60823228	0
LCE2B	0	-3.899695094	-3.625934282	0	-2.60823228	0
LCE2C	0	0	-2.035046947	0	-3.19759996	0
LCE2D	0	-3.899695094	-2.035046947	0	-4.184424571	0
LCE3A	0	-3.899695094	-3.625934282	-3.426625474	-3.19759996	0
LCE3B	0	0	0	0	0	0
LCE3C	0	0	0	0	0	0
LCE3D	0	-3.899695094	-1.621488377	0	-3.19759996	0
LCE3E	-4.60823228	0	-1.035046947	-3.426625474	-2.19759996	0
LCE4A	0	0	0	0	-3.19759996	0
LCE5A	0	-2.321928095	-2.035046947	-3.426625474	-1.388355457	-4.083141235
LCE6A	0	-2.910501849	-1.035046947	0	-3.19759996	0
LCK	0	-2.321928095	-0.619270551	-2.418889825	-0.194294815	0
LCLAT1	5.779233451	5.946216188	5.42683501	5.54222709	5.601547961	5.399171094
LCMT1	4.223190835	4.396707521	4.407624676	4.461986859	4.367720513	4.372534269
LCMT2	2.566571641	3.12631213	4.073220414	4.293591198	4.332994296	4.100389016
LCN1	0	0	-2.61705613	0	-2.19759996	0
LCN10	0	-3.899695094	-1.621488377	0	-1.023269779	0
LCN12	0	0	-2.61705613	0	-3.19759996	-4.083141235
LCN15	-1.017417053	0	-2.035046947	-3.426625474	-2.60823228	0
LCN2	0	-3.899695094	-2.035046947	0	-4.184424571	0
LCN6	0	0	0	0	-3.19759996	0
LCN8	0	-3.899695094	0	0	-3.19759996	0
LCN9	0	-2.910501849	-2.61705613	0	-4.184424571	0
LCNL1	-2.017417053	-2.321928095	-2.61705613	0	-3.19759996	0
LCOR	7.098358495	6.544129862	5.769877505	5.894502518	5.140901329	5.276422221
LCORL	6.035051997	5.901880564	5.782723072	5.919197045	5.319220503	5.238366522
LCP1	-2.279283757	-1.321928095	1.286881148	-0.612637459	-0.024736678	-1.268816758
LCP2	0.303342394	-0.205896101	0.839153387	-3.426625474	-0.386468347	0
LCT	-0.902389203	0.340277405	0.466757616	-3.426625474	0.328836464	-2.077041036
LCTL	2.279174108	1.340847077	0.964953053	-0.420819852	2.748031796	2.808179084
LDB1	5.992813741	5.70763522	4.574464862	4.783928046	4.149828396	4.168642036
LDB2	-2.59946207	-0.448114897	5.741655738	5.876271361	5.927043097	5.97260076
LDB3	-0.080087911	1	0.701327257	-0.836501268	-0.610433188	-2.077041036
LDHA	7.895962978	9.010284722	7.346212309	7.611386348	9.972606503	10.65424577
LDHAL6A	-1.017417053	0	0.701327257	0.579180148	-0.194294815	-1.490050854
LDHAL6B	-2.279283757	-2.321928095	-0.619270551	-3.426625474	-1.873027144	-2.077041036
LDHB	9.943029033	10.25325658	9.380406949	9.435574425	9.401692324	9.24951408
LDHC	0	-3.899695094	-1.621488377	0	-2.19759996	0
LDHD	-1.603840511	-2.910501849	-2.61705613	-1.418889825	-0.49410907	-1.751465164
LDLR	6.067273007	7.438875003	5.037909298	5.149218712	7.622886437	8.349117541
LDLRAD1	-4.60823228	0	-1.035046947	0	-1.388355457	0
LDLRAD2	0	-2.910501849	-0.450084446	-1.836501268	-1.194294815	-3.070966521
LDLRAD3	6.895969035	7.232459303	5.943851018	5.832003877	4.990364959	4.88547675
LDLRAD4	3.644548517	4.277761633	4.356988892	4.468061924	3.206330648	2.597888675
LDLRAP1	1.279174108	0.899948986	2.107687869	2.102993993	3.321206567	3.085424656
LDOC1	2.040541794	2.568761783	-2.035046947	0	-2.60823228	0
LDOC1L	6.083106971	6.441632867	6.744927996	6.974873426	6.829253387	6.908464679
LEAP2	0.151858817	0.263034406	0.549915554	-0.251538767	-0.024736678	-0.168122759
LECT1	-3.023269779	-1.321928095	-0.813499442	-3.426625474	-2.60823228	-4.083141235
LECT2	0	-2.321928095	-1.2968993	0	-1.60823228	-4.083141235
LEF1	0.888304895	1.45048546	3.262282806	3.412239566	4.076986573	4.334854269
LEF1-AS1	-1.795859283	-1.905088353	-1.035046947	-3.426625474	-1.023269779	-1.490050854
LEFTY1	-2.59946207	-3.899695094	-2.61705613	-1.836501268	-1.60823228	-2.490050854
LEFTY2	-1.795859283	-0.584241333	-1.035046947	-3.426625474	-0.610433188	-3.070966521
LEKR1	-1.434402824	-0.448114897	0.701327257	-1.836501268	-0.024736678	-3.070966521
LELP1	0	-2.321928095	-1.621488377	0	-1.60823228	0
LEMD1	0.097610797	1	0.90303827	0.386259141	1.328836464	2.247319935
LEMD1-AS1	-1.282789701	-0.321928095	0.286881148	-3.426625474	0.197865391	-1.074000581
LEMD2	4.593831801	4.725904718	5.641806107	5.843782898	5.397974049	5.800459908
LEMD3	5.499909651	5.380625564	5.975882352	6.102910035	5.866190902	6.041812447
LENEP	-3.60823228	-1.321928095	-0.813499442	-1.836501268	-2.60823228	-2.077041036
LENG1	2.736388401	2.535804138	3.134549534	3.449693423	3.014890848	3.441217863
LENG8	3.806014654	3.459169287	4.100809492	4.618238656	4.072277335	4.421357967
LENG9	-2.279283757	-1.098505545	-2.035046947	-0.836501268	-0.49410907	-0.905088353
LEO1	6.206389261	6.444948609	6.11779892	6.132021537	5.960326357	5.999616733
LEP	-4.60823228	-0.907792562	1.187134291	-2.418889825	0.560714954	-4.083141235
LEPR	0.888304895	2.115366237	4.651166528	4.405924306	3.21490191	3.326393532
LEPRE1	5.58520293	6.270323362	4.883523069	4.94129415	4.756809814	5.102910035
LEPREL1	3.793271654	2.502330602	1.701770822	1.102993993	2.546956178	3.618943383
LEPREL2	3.686612577	3.72955277	3.066261442	3.718854771	4.523185552	4.472357793
LEPREL4	4.210388864	4.662775172	3.701659944	4.179272174	5.375352271	5.508555422
LEPROT	5.473429765	5.434995109	6.415876949	6.317430704	5.593413533	5.729607149
LEPROTL1	7.618201942	7.988866432	8.101655328	8.146823209	7.106997319	7.09037711
LETM1	5.033246784	5.29259772	5.56208975	6.007711298	6.22230225	6.412307322
LETM2	2.177917792	3.011853406	2.627606838	2.579421543	2.600031822	2.384878704
LETMD1	5.153156788	5.3431946	3.488257913	3.666756592	4.822322261	4.594369396
LEUTX	0	0	-0.813499442	0	-2.60823228	0
LFNG	5.695826825	5.622344723	6.330988563	6.951121492	6.552853505	6.359064282
LGALS1	7.156922402	7.146156236	7.683485929	8.154883915	9.488607392	9.861744501
LGALS12	0	-2.321928095	-0.298672743	0	-1.388355457	0
LGALS13	0	-3.899695094	-1.035046947	-3.426625474	-2.60823228	-4.083141235
LGALS14	0	-1.586405918	0.186500558	-3.426625474	-1.194294815	0
LGALS16	0	-2.910501849	-1.035046947	-3.426625474	-1.873027144	0
LGALS17A	0	-2.321928095	-1.2968993	0	-2.19759996	0
LGALS2	-0.902389203	-0.321928095	-0.813499442	-1.418889825	-1.60823228	-0.751465164
LGALS3	8.322171529	7.709462966	8.867544394	9.127202491	9.241041696	10.35232929
LGALS3BP	6.893968869	6.565597176	5.712870868	6.186678823	6.742140985	6.946450153
LGALS4	-2.279283757	-2.321928095	0.286881148	-3.426625474	-1.023269779	-4.083141235
LGALS7/LGALS7B	-4.60823228	0	0	0	0	0
LGALS8	6.418982605	6.324126529	5.418628493	5.56517064	4.811111339	4.817265097
LGALS8-AS1	-1.434402824	-1.905088353	-3.625934282	0	-1.873027144	-4.083141235
LGALS9	-0.603840511	-1.586405918	-0.298672743	-1.836501268	-0.386468347	-2.490050854
LGALS9B	0	-3.899695094	-2.61705613	0	-2.19759996	0
LGALS9C	0	0	-2.035046947	0	-3.19759996	0
LGALSL	5.704954939	6.517070929	5.443109313	5.584962501	6.089752363	5.737659724
LGI1	-4.60823228	-1.905088353	0.466757616	0.386259141	-1.60823228	0
LGI2	1.040541794	2.414947328	4.030777472	4.418527302	5.915329676	5.794285888
LGI3	-2.279283757	-1.321928095	-0.619270551	-3.426625474	-1.60823228	0
LGI4	0	-2.910501849	0.379620962	-1.098505545	-0.734563104	-1.490050854
LGMN	5.795351365	5.590751706	5.374065718	5.320809573	4.876958896	5.22237954
LGR4	6.262357984	5.639810978	7.308957845	7.412231097	7.659981626	7.510439797
LGR5	1.888304895	3.880783465	2.379620962	2.486199493	0.328836464	-1.268816758
LGR6	-2.59946207	-0.584241333	1.079975377	0.971589536	3.52656966	3.002342477
LGSN	-3.60823228	-0.736965594	1.379620962	-2.418889825	-1.194294815	-4.083141235
LHB	-4.60823228	0	-2.035046947	-3.426625474	-2.60823228	-2.490050854
LHCGR	-1.795859283	-1.321928095	0.839153387	0	-1.194294815	0
LHFP	6.418291162	6.422703953	6.620498439	6.730354649	6.10471406	5.817265097
LHFPL1	-2.279283757	0.736388401	-1.2968993	-3.426625474	-2.60823228	0
LHFPL2	5.322901586	4.941528914	6.51412226	6.35083313	6.221239093	6.536503672
LHFPL3	6.75966186	6.375995117	3.43496176	3.718854771	7.795961711	8.060220358
LHFPL3-AS1	-0.144010303	1.64754477	1.508935662	-1.418889825	1.09085343	-0.373327247
LHFPL3-AS2	-3.60823228	-0.205896101	-0.161653263	-1.418889825	-0.10780329	-3.070966521
LHFPL4	3.003961966	2.900335509	5.23147081	5.640042438	5.202104229	5.311321459
LHFPL5	0	0	-0.619270551	0	-1.873027144	0
LHPP	0.151858817	0.847996907	0.286881148	0.486456956	1.162854528	1.173127433
LHX1	-2.59946207	-2.910501849	-2.61705613	0	-1.60823228	-3.070966521
LHX2	1.327112471	1.820893749	3.855391772	4.354099484	3.675815931	3.393141584
LHX3	-1.603840511	0	-2.035046947	-3.426625474	-3.19759996	0
LHX4	-0.080087911	0.263034406	-1.621488377	-0.836501268	0.197865391	-0.074000581
LHX5	-4.60823228	-2.910501849	0	0	-4.184424571	0
LHX6	3.131260215	3.023610215	-0.619270551	-2.418889825	-0.49410907	-4.083141235
LHX8	0	-3.899695094	-0.298672743	0	-1.60823228	0
LHX9	-0.902389203	-0.321928095	0.839153387	-0.836501268	-0.194294815	-0.905088353
LIAS	3.435495252	3.423847055	3.199907868	3.164303583	3.397939833	3.334854269
LIF	5.623018175	3.893847558	3.508935662	3.788790099	5.323153865	6.323153865
LIFR	8.296540002	8.576223561	8.636207701	8.820134276	7.200496507	7.974982378
LIG1	4.886452599	3.925809578	4.579361198	4.910252963	5.163055873	5.22237954
LIG3	5.453254169	6.186995686	5.087080901	4.905784105	5.460152786	5.672000957
LIG4	5.352264173	4.909917078	5.259272487	5.130107179	4.118359726	3.936685047
LILRA1	0	-0.736965594	1.079975377	-3.426625474	0.328836464	-4.083141235
LILRA2	0	-3.899695094	-0.619270551	-3.426625474	-3.19759996	0
LILRA3	0	-3.899695094	-1.2968993	0	-2.19759996	0
LILRA4	0	-2.321928095	-1.035046947	0	-0.873027144	-4.083141235
LILRA5	0	0	-0.450084446	-3.426625474	-2.60823228	0
LILRA6/LILRB3	-2.59946207	0.263034406	1.187134291	0.038436182	0.935082523	-1.751465164
LILRB1	0	-1.321928095	-0.298672743	-3.426625474	-0.873027144	0
LILRB2	0	-1.098505545	0.379620962	0	-0.734563104	0
LILRB4	0	-1.321928095	-0.161653263	-3.426625474	-0.734563104	0
LILRB5	0	0	-3.625934282	0	-1.388355457	0
LILRP2	0	-3.899695094	0.079975377	-3.426625474	-1.194294815	0
LIM2	0	-1.905088353	-1.621488377	-2.418889825	-0.49410907	0
LIMA1	8.783420639	7.475538897	8.545238654	8.280218636	8.095523616	8.058619551
LIMCH1	6.867785293	7.073048991	6.104210838	6.181122433	6.981670022	7.046360091
LIMD1	5.251491879	6.214455126	6.482993449	6.828453874	6.093222111	6.122693423
LIMD1-AS1	-1.434402824	-1.586405918	0.286881148	0.164786278	0.448900951	0.680774425
LIMD2	1.996388746	2.023610215	1.771885579	2.360645202	1.687956494	1.540027269
LIME1/SLC2A4RG/ZGPAT	3.892488174	3.861062085	4.24389753	5.022279029	4.356214253	4.514185396
LIMK1	7.116863758	6.452661322	6.307483172	6.720169	5.60315155	5.576522138
LIMK2	5.899441518	4.489542936	3.052068047	2.827209306	3.313245852	3.283032775
LIMS1	6.555862159	5.83607561	6.137933809	6.242907322	6.323171883	6.554834396
LIMS2	-3.60823228	-1.321928095	-3.625934282	0	-2.60823228	0
LIMS3/LIMS3-LOC440895	0	-2.321928095	-2.035046947	-3.426625474	-2.60823228	0
LIN28A	-0.795859283	0.485426827	1.549422746	-0.836501268	0.448900951	-1.268816758
LIN28B	0	0.093560176	1.839153387	0.164786278	0.328836464	0
LIN37	2.418999465	2.023610215	2.134549534	2.360645202	3.197865391	3.265286858
LIN52	4.223190835	4.485233596	4.810134583	4.661464589	4.420212891	4.09034535
LIN54	6.57466164	6.204042874	5.531974014	5.713778284	6.498984796	6.142229617
LIN7A	-1.603840511	0	2.979659552	2.954382453	-0.873027144	-1.074000581
LIN7B	0.526068812	0.847996907	0.379620962	1.102993993	0.759581973	1.417379976
LIN7C	7.823405457	7.063017504	8.046371005	8.088623956	7.688907679	7.658489996
LIN9	4.333280602	5.032497618	4.598901114	4.640042438	5.30735566	4.986183363
LINC00028	0	-3.899695094	-2.61705613	0	-3.19759996	0
LINC00029	0	0	-0.619270551	-3.426625474	-1.873027144	0
LINC00032	-4.60823228	-0.736965594	0.964953053	0.667210912	0.390667686	-0.373327247
LINC00035	-2.279283757	-2.321928095	-2.035046947	-1.836501268	-1.60823228	-2.077041036
LINC00051	0	-3.899695094	-2.035046947	0	-1.60823228	0
LINC00052	0	-1.321928095	0.466757616	0	-0.288064643	0
LINC00085	1.771463058	2.722247418	2.964583463	2.788894479	2.573616894	3.238328303
LINC00086/LINC00087	4.312519967	2.321639527	2.789103218	3.055022076	1.12763328	0.317304068
LINC00092	-0.696657606	-0.736965594	-1.2968993	-3.426625474	-1.023269779	-2.077041036
LINC00094	3.131260215	3.800226917	4.43496176	4.57367748	4.632035504	4.80503444
LINC00102	-4.60823228	-1.321928095	-1.621488377	-3.426625474	-2.19759996	0
LINC00111	0	0	-2.61705613	0	-2.19759996	0
LINC00112	0	-3.899695094	0	0	-2.60823228	0
LINC00113	-4.60823228	-2.321928095	-2.035046947	0	-2.19759996	0
LINC00114	-4.60823228	0	-1.2968993	0	-1.194294815	0
LINC00115	1.789103218	1.616357697	1.994579724	2.462052319	2.07244885	2.054848477
LINC00116	2.303634645	2.137175601	2.46727948	2.279768422	2.860764203	3.201633861
LINC00152/LOC541471	4.880440648	4.658954065	4.274485318	4.030512652	5.102406184	5.028745942
LINC00158	-0.080087911	-1.905088353	0.627606838	0	-0.610433188	0
LINC00159	0	-3.899695094	-2.035046947	-3.426625474	-3.19759996	-4.083141235
LINC00160	-4.60823228	-1.586405918	-0.813499442	0	-2.60823228	0
LINC00161	0	-3.899695094	-1.2968993	-3.426625474	-1.60823228	0
LINC00162	0	0	0	0	-4.184424571	0
LINC00163	0	0	-2.61705613	0	-2.60823228	-4.083141235
LINC00167	-0.795859283	-1.586405918	0.079975377	-0.836501268	-0.024736678	-0.751465164
LINC00173	-0.603840511	0.736388401	-0.619270551	-3.426625474	-1.60823228	-1.490050854
LINC00174	1.771463058	2.222186307	1.737254104	1.038436182	1.759581973	0.925239905
LINC00176	-1.282789701	0	-0.813499442	-1.098505545	0.126972856	-0.267079618
LINC00184	0	-1.905088353	0.379620962	-3.426625474	-1.873027144	0
LINC00200	0	0	-2.61705613	0	-3.19759996	0
LINC00202-1	-3.023269779	-0.907792562	-1.035046947	0	-1.388355457	0
LINC00202-2	0	-0.736965594	-0.161653263	-3.426625474	-1.194294815	0
LINC00207	0	-2.321928095	-2.035046947	0	-1.873027144	0
LINC00208	0	-2.321928095	-0.813499442	0	-1.388355457	0
LINC00210	0	-2.910501849	-1.035046947	-3.426625474	-1.023269779	-4.083141235
LINC00221	0	0	0.186500558	0	-1.60823228	0
LINC00222	-3.60823228	-2.321928095	-0.813499442	-2.418889825	-1.194294815	-1.490050854
LINC00226	0	0	-2.035046947	-3.426625474	-4.184424571	0
LINC00229	0	0	-3.625934282	0	-2.60823228	0
LINC00235	0	-2.910501849	0	-3.426625474	-3.19759996	-4.083141235
LINC00238	0.039840265	-0.736965594	-0.035046947	-1.098505545	-0.873027144	-2.077041036
LINC00239	0.484395963	0.093560176	-0.619270551	-1.836501268	0.328836464	-1.751465164
LINC00240	-1.282789701	0	-2.035046947	-1.418889825	-1.388355457	-4.083141235
LINC00242	-1.434402824	-1.321928095	-2.61705613	-3.426625474	-0.734563104	-1.751465164
LINC00244	0	-3.899695094	-3.625934282	-3.426625474	-2.19759996	0
LINC00251	0	0	-2.61705613	0	-1.873027144	0
LINC00254/MEIOB	-0.080087911	-0.100051014	0.079975377	-0.836501268	0.197865391	-3.070966521
LINC00260	-1.795859283	0.340277405	-0.161653263	-2.418889825	-0.873027144	-1.490050854
LINC00261	-4.60823228	-1.098505545	1.134878054	0	-0.386468347	0
LINC00263/PP7080	4.097020789	5.164384043	4.589164237	4.803330378	4.154210531	4.380798701
LINC00264	0	-3.899695094	-1.2968993	0	-3.19759996	0
LINC00265	2.19093086	3.081680489	2.333996118	1.623866862	2.50589093	1.448900951
LINC00266-1	-2.017417053	-2.910501849	-1.621488377	-3.426625474	-1.388355457	-4.083141235
LINC00271	-3.60823228	0	0.701327257	-0.612637459	0.197865391	-1.490050854
LINC00272	0	-1.905088353	0	0	-0.288064643	0
LINC00273	0	0	0	0	-1.873027144	-2.490050854
LINC00277	0	-1.098505545	0.466757616	0	-1.194294815	-4.083141235
LINC00278	0	-3.899695094	0	0	0	0
LINC00282	-3.60823228	-3.899695094	0.772307975	-1.836501268	-2.60823228	0
LINC00284	-3.023269779	-3.899695094	0.186500558	0	-2.19759996	0
LINC00290	0	-3.899695094	-0.813499442	0	-1.60823228	0
LINC00293	0	-1.905088353	-0.813499442	0	-0.288064643	0
LINC00294	4.566571641	5.262846543	4.589164237	4.778997006	4.694267335	4.597888675
LINC00297	0	0	-0.813499442	0	-2.60823228	0
LINC00299	0	-0.907792562	-0.161653263	-2.418889825	-0.734563104	-4.083141235
LINC00301	0	-3.899695094	-1.035046947	0	-4.184424571	0
LINC00303	-4.60823228	-1.905088353	-1.621488377	0	-0.610433188	0
LINC00304	0	-2.910501849	-2.61705613	0	-1.60823228	-4.083141235
LINC00305	0	-2.910501849	-1.2968993	-3.426625474	-1.023269779	0
LINC00307	0	-3.899695094	-1.621488377	0	-2.60823228	0
LINC00308	0	-1.586405918	-2.61705613	0	-1.60823228	0
LINC00309	0	-2.321928095	-0.161653263	-2.418889825	-0.49410907	0
LINC00310	-1.795859283	0.093560176	-0.619270551	-1.836501268	-1.60823228	0
LINC00311	-2.59946207	-3.899695094	-1.2968993	0	-1.873027144	0
LINC00312	0.44148348	1.222186307	1.333996118	0.579180148	-0.734563104	-3.070966521
LINC00313	-3.60823228	-3.899695094	-1.621488377	-2.418889825	-1.60823228	-3.070966521
LINC00314	0	0	-1.621488377	-3.426625474	0	0
LINC00317	0	0	-2.61705613	0	-4.184424571	0
LINC00319	-4.60823228	0	-2.035046947	-1.098505545	-2.19759996	0
LINC00320	0	-1.586405918	0.286881148	-2.418889825	-1.60823228	0
LINC00323	-3.60823228	-2.910501849	0.701327257	0	-1.023269779	0
LINC00324	2.5360529	0.847996907	1.994579724	1.533563348	2.375456536	1.510455622
LINC00326	-1.603840511	-1.586405918	-0.298672743	-0.420819852	-3.19759996	0
LINC00327	-0.354759487	0	1.286881148	1.279768422	0.390667686	-1.490050854
LINC00330	0	-1.905088353	0.286881148	-1.418889825	-3.19759996	-3.070966521
LINC00331	0	0	-2.61705613	0	-2.19759996	0
LINC00332	0	-3.899695094	-0.813499442	-2.418889825	0	0
LINC00333	0	0	-1.035046947	0	0	0
LINC00336	0	-2.910501849	-2.61705613	0	-1.194294815	0
LINC00338/SCARNA16	3.686612577	3.950934928	3.559614174	3.92808602	3.822322261	4.397118409
LINC00339	2.484138131	2.887330299	3.147957881	3.055022076	4.062898817	3.953358373
LINC00340	2.981670022	3.40585625	1.286881148	0.82700601	0.328836464	-1.490050854
LINC00341	-4.60823228	-0.907792562	0.839153387	-1.836501268	-2.19759996	-1.268816758
LINC00343	0	-3.899695094	-0.813499442	-3.426625474	-2.19759996	0
LINC00346	0.754459974	0	2.402176425	1.038436182	1.449429314	0.783247097
LINC00347	0	0	-0.813499442	0	-2.60823228	0
LINC00348	0	-3.899695094	-2.61705613	0	-3.19759996	0
LINC00351	0	0	-0.035046947	0	-3.19759996	0
LINC00353	0	-3.899695094	-2.035046947	0	-2.60823228	0
LINC00359	0	0	-0.813499442	0	-1.873027144	0
LINC00366	0	-2.321928095	-2.035046947	0	-3.19759996	0
LINC00379	0	0	-3.625934282	0	-2.60823228	0
LINC00381	-4.60823228	0	-2.035046947	0	0	0
LINC00398	0	0	-0.450084446	0	-4.184424571	0
LINC00410	0	-2.910501849	0.627606838	-3.426625474	-3.19759996	0
LINC00421	0	-3.899695094	-3.625934282	0	0	0
LINC00423	-4.60823228	0	-0.161653263	0	-2.60823228	0
LINC00424	0	0	0	0	-2.60823228	0
LINC00426	0	-2.910501849	-0.619270551	0	-3.19759996	-4.083141235
LINC00433	-4.60823228	0	-3.625934282	0	-4.184424571	0
LINC00439	-4.60823228	-0.907792562	1.023610215	-3.426625474	-0.386468347	0
LINC00441	0	-2.910501849	-2.035046947	-1.418889825	-2.19759996	-3.070966521
LINC00442	0	-1.321928095	1.187134291	-2.418889825	-1.388355457	0
LINC00443	-4.60823228	-3.899695094	-0.161653263	-2.418889825	0	0
LINC00446	-4.60823228	-2.910501849	-1.2968993	0	-3.19759996	0
LINC00457	0	0	-1.2968993	0	-4.184424571	0
LINC00460	-4.60823228	-1.905088353	-0.813499442	0	-1.388355457	-3.070966521
LINC00461/MIR9-2	6.21680405	6.993776243	6.952403463	7.10094612	7.872262403	7.95890066
LINC00462	0	-3.899695094	-1.035046947	0	-4.184424571	0
LINC00466	0	-3.899695094	0.466757616	-3.426625474	-0.734563104	0
LINC00467	3.691199135	3.72955277	2.918767849	2.708628697	2.892973815	1.969749128
LINC00469	-2.017417053	-1.905088353	-0.813499442	0	-2.19759996	0
LINC00470	0	0	0.379620962	-2.418889825	-1.023269779	0
LINC00471	0.039840265	0.551885103	1.333996118	0.901494455	1.015069322	0.879705766
LINC00472	2.700439718	2.115366237	2.187134291	1.579180148	1.360083296	1.417379976
LINC00473	0.644317778	0.41467678	1.627606838	1.579180148	-1.873027144	-4.083141235
LINC00474	0	-3.899695094	-1.2968993	0	-4.184424571	0
LINC00475	-4.60823228	-2.321928095	-0.450084446	-3.426625474	-0.873027144	0
LINC00476	3.864235678	3.51916445	4.789103218	4.596159933	3.397939833	3.201633861
LINC00477	0	-3.899695094	-0.813499442	0	-0.610433188	0
LINC00478	3.177917792	3.302319051	3.987047947	4.038787331	3.420212891	3.384878704
LINC00479	0	-2.910501849	-1.621488377	-3.426625474	-2.60823228	0
LINC00482	-2.59946207	-1.905088353	-1.2968993	-3.426625474	-4.184424571	-4.083141235
LINC00483	0	0	-1.2968993	0	-3.19759996	-3.070966521
